intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",69.7219619751
A,2,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",70.5270690918
A,2,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",70.5270690918
A,2,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",70.3974609375
A,2,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",70.3974609375
A,2,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",60.8153610229
A,2,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",69.0138702393
A,2,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",69.158531189
A,2,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",69.158531189
A,2,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",69.2408676147
A,2,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",69.2408676147
A,2,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",60.6112556458
A,2,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",73.9228820801
A,2,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",74.7279891968
A,2,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",74.7279891968
A,2,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",74.3031082153
A,2,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",74.3031082153
A,2,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",64.8190155029
A,2,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",72.365524292
A,2,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",73.1706314087
A,2,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",73.1706314087
A,2,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",70.9400405884
A,2,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",70.9400405884
A,2,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",62.5105857849
A,2,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",60.8280982971
A,2,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",60.5835914612
