70.85 0:1 1:3 2:1 3:0 4:219.0000 5:3.3000 6:27.5000 7:81.0000 8:0.0000
148.79 0:1 1:3 2:1 3:20 4:219.0000 5:3.3000 6:27.5000 7:81.0000 8:0.0000
93.72 0:1 1:3 2:1 3:100 4:219.0000 5:3.3000 6:27.5000 7:81.0000 8:0.0000
67.81 0:1 1:3 2:1 3:120 4:219.0000 5:3.3000 6:27.5000 7:81.0000 8:0.0000
167.55 0:1 1:3 2:1 3:160 4:219.0000 5:3.3000 6:27.5000 7:81.0000 8:0.0000
98.49 0:1 1:3 2:1 3:220 4:212.0000 5:3.8000 6:31.7000 7:65.0000 8:0.0000
96.67 0:1 1:3 2:1 3:240 4:212.0000 5:3.8000 6:31.7000 7:65.0000 8:0.0000
53.15 0:1 1:3 2:1 3:260 4:212.0000 5:3.8000 6:31.7000 7:65.0000 8:0.0000
55.25 0:1 1:3 2:1 3:280 4:212.0000 5:3.8000 6:31.7000 7:65.0000 8:0.0000
209.66 0:1 1:3 2:1 3:300 4:212.0000 5:3.8000 6:31.7000 7:65.0000 8:0.0000
145.94 0:1 1:3 2:1 3:360 4:239.0000 5:1.9000 6:31.8000 7:64.0000 8:0.0000
127.35 0:1 1:3 2:1 3:380 4:239.0000 5:1.9000 6:31.8000 7:64.0000 8:0.0000
97.2 0:1 1:3 2:1 3:400 4:239.0000 5:1.9000 6:31.8000 7:64.0000 8:0.0000
118.43 0:1 1:3 2:1 3:420 4:239.0000 5:1.9000 6:31.8000 7:64.0000 8:0.0000
82.63 0:1 1:3 2:1 3:440 4:239.0000 5:1.9000 6:31.8000 7:64.0000 8:0.0000
110.5 0:1 1:3 2:1 3:460 4:239.0000 5:1.9000 6:31.8000 7:64.0000 8:0.0000
125.76 0:1 1:3 2:1 3:480 4:239.0000 5:1.9000 6:31.8000 7:64.0000 8:0.0000
141.33 0:1 1:3 2:1 3:500 4:239.0000 5:1.9000 6:31.8000 7:64.0000 8:0.0000
176.08 0:1 1:3 2:1 3:520 4:239.0000 5:1.9000 6:31.8000 7:64.0000 8:0.0000
165.29 0:1 1:3 2:1 3:540 4:218.0000 5:2.0000 6:31.5000 7:69.0000 8:0.0000
127.38 0:1 1:3 2:1 3:560 4:218.0000 5:2.0000 6:31.5000 7:69.0000 8:0.0000
117.83 0:1 1:3 2:1 3:580 4:218.0000 5:2.0000 6:31.5000 7:69.0000 8:0.0000
98.92 0:1 1:3 2:1 3:600 4:218.0000 5:2.0000 6:31.5000 7:69.0000 8:0.0000
113.0 0:1 1:3 2:1 3:620 4:218.0000 5:2.0000 6:31.5000 7:69.0000 8:0.0000
98.15 0:1 1:3 2:1 3:640 4:218.0000 5:2.0000 6:31.5000 7:69.0000 8:0.0000
95.98 0:1 1:3 2:1 3:660 4:218.0000 5:2.0000 6:31.5000 7:69.0000 8:0.0000
84.36 0:1 1:3 2:1 3:680 4:218.0000 5:2.0000 6:31.5000 7:69.0000 8:0.0000
96.54 0:1 1:3 2:1 3:700 4:218.0000 5:2.0000 6:31.5000 7:69.0000 8:0.0000
144.87 0:1 1:3 2:1 3:720 4:215.0000 5:0.7000 6:30.0000 7:77.0000 8:0.0000
136.36 0:1 1:3 2:1 3:740 4:215.0000 5:0.7000 6:30.0000 7:77.0000 8:0.0000
129.5 0:1 1:3 2:1 3:760 4:215.0000 5:0.7000 6:30.0000 7:77.0000 8:0.0000
116.47 0:1 1:3 2:1 3:780 4:215.0000 5:0.7000 6:30.0000 7:77.0000 8:0.0000
119.37 0:1 1:3 2:1 3:800 4:215.0000 5:0.7000 6:30.0000 7:77.0000 8:0.0000
176.65 0:1 1:3 2:1 3:820 4:215.0000 5:0.7000 6:30.0000 7:77.0000 8:0.0000
159.46 0:1 1:3 2:1 3:840 4:215.0000 5:0.7000 6:30.0000 7:77.0000 8:0.0000
129.48 0:1 1:3 2:1 3:860 4:215.0000 5:0.7000 6:30.0000 7:77.0000 8:0.0000
120.24 0:1 1:3 2:1 3:880 4:215.0000 5:0.7000 6:30.0000 7:77.0000 8:0.0000
115.29 0:1 1:3 2:1 3:900 4:202.0000 5:1.5000 6:29.0000 7:80.0000 8:0.0000
129.47 0:1 1:3 2:1 3:920 4:202.0000 5:1.5000 6:29.0000 7:80.0000 8:0.0000
120.76 0:1 1:3 2:1 3:940 4:202.0000 5:1.5000 6:29.0000 7:80.0000 8:0.0000
116.07 0:1 1:3 2:1 3:960 4:202.0000 5:1.5000 6:29.0000 7:80.0000 8:0.0000
152.5 0:1 1:3 2:1 3:980 4:202.0000 5:1.5000 6:29.0000 7:80.0000 8:0.0000
101.66 0:1 1:3 2:1 3:1000 4:202.0000 5:1.5000 6:29.0000 7:80.0000 8:0.0000
139.36 0:1 1:3 2:1 3:1020 4:202.0000 5:1.5000 6:29.0000 7:80.0000 8:0.0000
103.67 0:1 1:3 2:1 3:1040 4:202.0000 5:1.5000 6:29.0000 7:80.0000 8:0.0000
109.3 0:1 1:3 2:1 3:1060 4:202.0000 5:1.5000 6:29.0000 7:80.0000 8:0.0000
108.3 0:1 1:3 2:1 3:1080 4:198.0000 5:2.1000 6:27.7000 7:88.0000 8:0.0000
91.94 0:1 1:3 2:1 3:1100 4:198.0000 5:2.1000 6:27.7000 7:88.0000 8:0.0000
106.92 0:1 1:3 2:1 3:1120 4:198.0000 5:2.1000 6:27.7000 7:88.0000 8:0.0000
115.99 0:1 1:3 2:1 3:1160 4:198.0000 5:2.1000 6:27.7000 7:88.0000 8:0.0000
209.49 0:1 1:3 2:1 3:1180 4:198.0000 5:2.1000 6:27.7000 7:88.0000 8:0.0000
112.25 0:1 1:3 2:1 3:1200 4:198.0000 5:2.1000 6:27.7000 7:88.0000 8:0.0000
96.82 0:1 1:3 2:1 3:1240 4:198.0000 5:2.1000 6:27.7000 7:88.0000 8:0.0000
133.02 0:1 1:3 2:1 3:1280 4:208.0000 5:2.0000 6:26.5000 7:93.0000 8:0.0000
96.96 0:1 1:3 2:1 3:1300 4:208.0000 5:2.0000 6:26.5000 7:93.0000 8:0.0000
149.31 0:1 1:3 2:1 3:1320 4:208.0000 5:2.0000 6:26.5000 7:93.0000 8:0.0000
100.55 0:1 1:3 2:1 3:1340 4:208.0000 5:2.0000 6:26.5000 7:93.0000 8:0.0000
97.07 0:1 1:3 2:1 3:1380 4:208.0000 5:2.0000 6:26.5000 7:93.0000 8:0.0000
121.11 0:1 1:3 2:1 3:1420 4:208.0000 5:2.0000 6:26.5000 7:93.0000 8:0.0000
93.17 0:1 1:3 2:2 3:60 4:200.0000 5:2.9000 6:30.3000 7:72.0000 8:0.0000
33.25 0:1 1:3 2:2 3:100 4:200.0000 5:2.9000 6:30.3000 7:72.0000 8:0.0000
127.48 0:1 1:3 2:2 3:140 4:200.0000 5:2.9000 6:30.3000 7:72.0000 8:0.0000
157.13 0:1 1:3 2:2 3:160 4:200.0000 5:2.9000 6:30.3000 7:72.0000 8:0.0000
125.75 0:1 1:3 2:2 3:180 4:207.0000 5:5.4000 6:34.8000 7:48.0000 8:0.0000
104.71 0:1 1:3 2:2 3:200 4:207.0000 5:5.4000 6:34.8000 7:48.0000 8:0.0000
148.14 0:1 1:3 2:2 3:220 4:207.0000 5:5.4000 6:34.8000 7:48.0000 8:0.0000
113.72 0:1 1:3 2:2 3:240 4:207.0000 5:5.4000 6:34.8000 7:48.0000 8:0.0000
129.63 0:1 1:3 2:2 3:260 4:207.0000 5:5.4000 6:34.8000 7:48.0000 8:0.0000
59.88 0:1 1:3 2:2 3:280 4:207.0000 5:5.4000 6:34.8000 7:48.0000 8:0.0000
112.36 0:1 1:3 2:2 3:360 4:199.0000 5:4.7000 6:37.1000 7:41.0000 8:0.0000
386.44 0:1 1:3 2:2 3:380 4:199.0000 5:4.7000 6:37.1000 7:41.0000 8:0.0000
130.59 0:1 1:3 2:2 3:400 4:199.0000 5:4.7000 6:37.1000 7:41.0000 8:0.0000
122.35 0:1 1:3 2:2 3:420 4:199.0000 5:4.7000 6:37.1000 7:41.0000 8:0.0000
133.2 0:1 1:3 2:2 3:440 4:199.0000 5:4.7000 6:37.1000 7:41.0000 8:0.0000
137.98 0:1 1:3 2:2 3:460 4:199.0000 5:4.7000 6:37.1000 7:41.0000 8:0.0000
182.66 0:1 1:3 2:2 3:480 4:199.0000 5:4.7000 6:37.1000 7:41.0000 8:0.0000
127.68 0:1 1:3 2:2 3:500 4:199.0000 5:4.7000 6:37.1000 7:41.0000 8:0.0000
134.42 0:1 1:3 2:2 3:520 4:199.0000 5:4.7000 6:37.1000 7:41.0000 8:0.0000
114.74 0:1 1:3 2:2 3:540 4:217.0000 5:3.4000 6:37.0000 7:40.0000 8:0.0000
142.06 0:1 1:3 2:2 3:560 4:217.0000 5:3.4000 6:37.0000 7:40.0000 8:0.0000
170.11 0:1 1:3 2:2 3:580 4:217.0000 5:3.4000 6:37.0000 7:40.0000 8:0.0000
146.52 0:1 1:3 2:2 3:620 4:217.0000 5:3.4000 6:37.0000 7:40.0000 8:0.0000
119.25 0:1 1:3 2:2 3:640 4:217.0000 5:3.4000 6:37.0000 7:40.0000 8:0.0000
126.27 0:1 1:3 2:2 3:660 4:217.0000 5:3.4000 6:37.0000 7:40.0000 8:0.0000
157.7 0:1 1:3 2:2 3:680 4:217.0000 5:3.4000 6:37.0000 7:40.0000 8:0.0000
80.52 0:1 1:3 2:2 3:700 4:217.0000 5:3.4000 6:37.0000 7:40.0000 8:0.0000
111.79 0:1 1:3 2:2 3:720 4:224.0000 5:2.5000 6:33.0000 7:53.0000 8:0.0000
47.27 0:1 1:3 2:2 3:740 4:224.0000 5:2.5000 6:33.0000 7:53.0000 8:0.0000
82.82 0:1 1:3 2:2 3:760 4:224.0000 5:2.5000 6:33.0000 7:53.0000 8:0.0000
117.0 0:1 1:3 2:2 3:780 4:224.0000 5:2.5000 6:33.0000 7:53.0000 8:0.0000
65.45 0:1 1:3 2:2 3:800 4:224.0000 5:2.5000 6:33.0000 7:53.0000 8:0.0000
127.1 0:1 1:3 2:2 3:820 4:224.0000 5:2.5000 6:33.0000 7:53.0000 8:0.0000
95.36 0:1 1:3 2:2 3:840 4:224.0000 5:2.5000 6:33.0000 7:53.0000 8:0.0000
128.78 0:1 1:3 2:2 3:880 4:224.0000 5:2.5000 6:33.0000 7:53.0000 8:0.0000
54.23 0:1 1:3 2:2 3:900 4:208.0000 5:2.1000 6:30.6000 7:63.0000 8:0.0000
134.65 0:1 1:3 2:2 3:920 4:208.0000 5:2.1000 6:30.6000 7:63.0000 8:0.0000
174.75 0:1 1:3 2:2 3:940 4:208.0000 5:2.1000 6:30.6000 7:63.0000 8:0.0000
130.69 0:1 1:3 2:2 3:960 4:208.0000 5:2.1000 6:30.6000 7:63.0000 8:0.0000
98.28 0:1 1:3 2:2 3:980 4:208.0000 5:2.1000 6:30.6000 7:63.0000 8:0.0000
98.73 0:1 1:3 2:2 3:1000 4:208.0000 5:2.1000 6:30.6000 7:63.0000 8:0.0000
114.94 0:1 1:3 2:2 3:1020 4:208.0000 5:2.1000 6:30.6000 7:63.0000 8:0.0000
131.36 0:1 1:3 2:2 3:1040 4:208.0000 5:2.1000 6:30.6000 7:63.0000 8:0.0000
134.24 0:1 1:3 2:2 3:1060 4:208.0000 5:2.1000 6:30.6000 7:63.0000 8:0.0000
101.55 0:1 1:3 2:2 3:1080 4:210.0000 5:2.5000 6:29.0000 7:69.0000 8:0.0000
113.77 0:1 1:3 2:2 3:1100 4:210.0000 5:2.5000 6:29.0000 7:69.0000 8:0.0000
89.67 0:1 1:3 2:2 3:1120 4:210.0000 5:2.5000 6:29.0000 7:69.0000 8:0.0000
114.53 0:1 1:3 2:2 3:1140 4:210.0000 5:2.5000 6:29.0000 7:69.0000 8:0.0000
90.8 0:1 1:3 2:2 3:1160 4:210.0000 5:2.5000 6:29.0000 7:69.0000 8:0.0000
103.43 0:1 1:3 2:2 3:1180 4:210.0000 5:2.5000 6:29.0000 7:69.0000 8:0.0000
91.33 0:1 1:3 2:2 3:1200 4:210.0000 5:2.5000 6:29.0000 7:69.0000 8:0.0000
156.44 0:1 1:3 2:2 3:1220 4:210.0000 5:2.5000 6:29.0000 7:69.0000 8:0.0000
78.35 0:1 1:3 2:2 3:1240 4:210.0000 5:2.5000 6:29.0000 7:69.0000 8:0.0000
85.88 0:1 1:3 2:2 3:1260 4:222.0000 5:2.3000 6:27.3000 7:79.0000 8:0.0000
111.47 0:1 1:3 2:2 3:1300 4:222.0000 5:2.3000 6:27.3000 7:79.0000 8:0.0000
91.52 0:1 1:3 2:2 3:1320 4:222.0000 5:2.3000 6:27.3000 7:79.0000 8:0.0000
137.86 0:1 1:3 2:2 3:1380 4:222.0000 5:2.3000 6:27.3000 7:79.0000 8:0.0000
112.89 0:1 1:3 2:2 3:1420 4:222.0000 5:2.3000 6:27.3000 7:79.0000 8:0.0000
85.0 0:1 1:3 2:3 3:0 4:197.0000 5:1.8000 6:31.1000 7:63.0000 8:0.0000
65.78 0:1 1:3 2:3 3:80 4:197.0000 5:1.8000 6:31.1000 7:63.0000 8:0.0000
393.05 0:1 1:3 2:3 3:260 4:210.0000 5:4.6000 6:35.6000 7:47.0000 8:0.0000
166.81 0:1 1:3 2:3 3:360 4:205.0000 5:4.7000 6:37.2000 7:44.0000 8:0.0000
136.67 0:1 1:3 2:3 3:380 4:205.0000 5:4.7000 6:37.2000 7:44.0000 8:0.0000
55.92 0:1 1:3 2:3 3:400 4:205.0000 5:4.7000 6:37.2000 7:44.0000 8:0.0000
206.59 0:1 1:3 2:3 3:420 4:205.0000 5:4.7000 6:37.2000 7:44.0000 8:0.0000
113.78 0:1 1:3 2:3 3:440 4:205.0000 5:4.7000 6:37.2000 7:44.0000 8:0.0000
146.58 0:1 1:3 2:3 3:460 4:205.0000 5:4.7000 6:37.2000 7:44.0000 8:0.0000
107.11 0:1 1:3 2:3 3:480 4:205.0000 5:4.7000 6:37.2000 7:44.0000 8:0.0000
180.27 0:1 1:3 2:3 3:640 4:195.0000 5:3.2000 6:37.6000 7:42.0000 8:0.0000
54.8 0:1 1:3 2:3 3:660 4:195.0000 5:3.2000 6:37.6000 7:42.0000 8:0.0000
108.52 0:1 1:3 2:3 3:680 4:195.0000 5:3.2000 6:37.6000 7:42.0000 8:0.0000
168.37 0:1 1:3 2:3 3:700 4:195.0000 5:3.2000 6:37.6000 7:42.0000 8:0.0000
61.47 0:1 1:3 2:3 3:720 4:258.0000 5:1.6000 6:33.5000 7:53.0000 8:0.0000
132.24 0:1 1:3 2:3 3:740 4:258.0000 5:1.6000 6:33.5000 7:53.0000 8:0.0000
113.74 0:1 1:3 2:3 3:760 4:258.0000 5:1.6000 6:33.5000 7:53.0000 8:0.0000
56.73 0:1 1:3 2:3 3:780 4:258.0000 5:1.6000 6:33.5000 7:53.0000 8:0.0000
144.33 0:1 1:3 2:3 3:800 4:258.0000 5:1.6000 6:33.5000 7:53.0000 8:0.0000
99.39 0:1 1:3 2:3 3:820 4:258.0000 5:1.6000 6:33.5000 7:53.0000 8:0.0000
103.31 0:1 1:3 2:3 3:840 4:258.0000 5:1.6000 6:33.5000 7:53.0000 8:0.0000
51.84 0:1 1:3 2:3 3:860 4:258.0000 5:1.6000 6:33.5000 7:53.0000 8:0.0000
111.76 0:1 1:3 2:3 3:880 4:258.0000 5:1.6000 6:33.5000 7:53.0000 8:0.0000
114.77 0:1 1:3 2:3 3:900 4:208.0000 5:3.2000 6:31.4000 7:66.0000 8:0.0000
116.49 0:1 1:3 2:3 3:920 4:208.0000 5:3.2000 6:31.4000 7:66.0000 8:0.0000
75.82 0:1 1:3 2:3 3:940 4:208.0000 5:3.2000 6:31.4000 7:66.0000 8:0.0000
97.67 0:1 1:3 2:3 3:960 4:208.0000 5:3.2000 6:31.4000 7:66.0000 8:0.0000
140.7 0:1 1:3 2:3 3:980 4:208.0000 5:3.2000 6:31.4000 7:66.0000 8:0.0000
