intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",67.1727905273
A,2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",68.7116241455
A,2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",68.7116241455
A,2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",72.6349945068
A,2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",72.6349945068
A,2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",72.0709686279
A,2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",69.2950668335
A,2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",71.5076065063
A,2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",71.5076065063
A,2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",75.7837982178
A,2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",75.7837982178
A,2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",74.9344329834
A,2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",66.880645752
A,2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",68.7397232056
A,2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",68.7397232056
A,2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",68.7397232056
A,2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",68.7397232056
A,2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",68.1756896973
A,2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",69.9242095947
A,2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",73.6116027832
A,2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",73.6116027832
A,2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",75.7516174316
A,2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",75.7516174316
A,2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",75.2894973755
A,2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",71.5737991333
A,2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",77.8211898804
A,2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",77.8211898804
A,2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",90.5841369629
A,2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",90.5841369629
A,2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",90.1220169067
A,2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",68.3875656128
A,2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",69.7593154907
A,2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",69.7593154907
A,2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",72.1715240479
A,2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",72.1715240479
A,2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",71.9947433472
A,2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",68.8578033447
A,2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",70.3966293335
A,2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",70.3966293335
A,2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",70.3966293335
A,2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",70.3966293335
A,2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",69.8326034546
A,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",116.1828536987
A,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",119.0933685303
A,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",120.1260147095
A,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",129.951965332
A,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",129.951965332
A,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",125.967704773
A,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",125.5172195435
A,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",128.9483184814
A,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",129.9809417725
A,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",134.0805664063
